type	picture	name	phase	sort	tab	seat	quality	strenthenCoinFactor	strenthenSuccessFactor	strenthenSuccessFactor	limitLevel	Price	attack	hp	defend	puncture	hit	dodge	crit	critPercentage	anitCrit	toughness	state	desc	maxSocket	limitHero	avatar
205001	icon_205001	督军之杖	30	5	5	1	4	1.3	0.83	0.83	35	2200	210	735	70	70	70	70	70	70	70	42	0	战场一节1级法杖，35级可以使用，附有韧性属性，可以通过战场兑换获得	4		weapon_205001
205002	icon_205001	督军之杖	31	5	5	1	4	1.35	0.78	0.78	40	2600	228	798	76	76	76	76	76	76	76	60	0	战场一节2级法杖，45级可以使用，附有韧性属性，可以通过战场兑换获得	4		weapon_205001
205003	icon_205001	督军之杖	32	5	5	1	4	1.4	0.46	0.6	45	3400	282	987	94	94	94	94	94	94	94	80	0	战场一节3级法杖，55级可以使用，附有韧性属性，可以通过战场兑换获得	4		weapon_205001
205004	icon_205002	权利之杖	33	5	5	1	4	1.45	0.4	0.55	50	4200	312	1092	104	104	104	104	104	104	104	100	0	战场二节1级法杖，56级可以使用，附有韧性属性，可以通过战场兑换获得	4		weapon_205002
205005	icon_205002	权利之杖	34	5	5	1	4	1.5	0.34	0.5	58	4900	360	1260	120	120	120	120	120	120	120	110	0	战场二节2级法杖，60级可以使用，附有韧性属性，可以通过战场兑换获得	4		weapon_205002
205006	icon_205002	权利之杖	35	5	5	1	5	1.55	0.28	0.4	60	4900	360	1260	120	120	120	120	120	120	120	120	0	战场二节3级法杖，60级可以使用，附有韧性属性，可以通过战场兑换获得	5		weapon_205002
106001	icon_106001	铁管猎枪	1	6	5	1	1	0.1	3	3	2	200	60	210	20	20	20	20	20	20	20	0	0	一阶1级火枪，1级可以使用，可以在主线或者银牙城堡低级副本中获得	1		weapon_106001
106002	icon_106001	铁管猎枪	1	6	5	1	2	0.15	2.8	2.8	4	300	72	252	24	24	24	24	24	24	24	0	0	一阶2级火枪，3级可以使用，可以通过合成获得	2		weapon_106001
106003	icon_106001	铁管猎枪	1	6	5	1	2	0.2	2.6	2.6	6	400	78	273	26	26	26	26	26	26	26	0	0	一阶3级火枪，5级可以使用，可以在银牙城堡中低级副本中获得	2		weapon_106001
106004	icon_106001	铁管猎枪	1	6	5	1	3	0.25	2.4	2.4	8	500	108	378	36	36	36	36	36	36	36	0	0	一阶4级火枪，7级可以使用，可以通过合成获得	3		weapon_106001
106005	icon_106005	BKP步枪	2	6	5	1	3	0.3	2.2	2.2	10	600	96	336	32	32	32	32	32	32	32	0	0	一阶5级火枪，9级可以使用，可以在银牙城堡中高级副本中获得	3		weapon_106005
106006	icon_106005	BKP步枪	2	6	5	1	4	0.35	2	2	12	700	108	378	36	36	36	36	36	36	36	0	0	一阶6级火枪，10级可以使用，可以通过合成获得	4		weapon_106005
106007	icon_106005	BKP步枪	2	6	5	1	4	0.4	1.8	1.8	14	800	114	399	38	38	38	38	38	38	38	0	0	一阶7级火枪，11级可以使用，可以在银牙城堡高级副本中获得	4		weapon_106005
106008	icon_106005	BKP步枪	2	6	5	1	5	0.45	1.6	1.6	15	900	126	441	42	42	42	42	42	42	42	0	0	一阶8级火枪，12级可以使用，可以通过合成获得	5		weapon_106005
106009	icon_106009	加加恩火枪	3	6	5	1	1	0.3	2.5	2.5	16	1000	114	399	38	38	38	38	38	38	38	0	0	二阶1级火枪，13级可以使用，可以在主线或者血色教堂低级副本中获得	1		weapon_106009
106010	icon_106009	加加恩火枪	3	6	5	1	2	0.35	2.3	2.3	17	1100	126	441	42	42	42	42	42	42	42	0	0	二阶2级火枪，14级可以使用，可以通过合成获得	2		weapon_106009
106011	icon_106009	加加恩火枪	3	6	5	1	2	0.4	2.1	2.1	18	1200	132	462	44	44	44	44	44	44	44	0	0	二阶3级火枪，15级可以使用，可以在血色教堂中低级副本中获得	2		weapon_106009
106012	icon_106009	加加恩火枪	3	6	5	1	3	0.45	1.9	1.9	19	1300	162	567	54	54	54	54	54	54	54	0	0	二阶4级火枪，16级可以使用，可以通过合成获得	3		weapon_106009
106013	icon_106013	便携榴弹炮	4	6	5	1	3	0.5	1.7	1.7	20	1400	150	525	50	50	50	50	50	50	50	0	0	二阶5级火枪，17级可以使用，可以在血色教堂中高级副本中获得	3		weapon_106013
106014	icon_106013	便携榴弹炮	4	6	5	1	4	0.55	1.5	1.5	21	1500	162	567	54	54	54	54	54	54	54	0	0	二阶6级火枪，18级可以使用，可以通过合成获得	4		weapon_106013
106015	icon_106013	便携榴弹炮	4	6	5	1	4	0.6	1.3	1.3	22	1600	168	588	56	56	56	56	56	56	56	0	0	二阶7级火枪，19级可以使用，可以在血色教堂高级副本中获得	4		weapon_106013
106016	icon_106013	便携榴弹炮	4	6	5	1	5	0.65	1.1	1.1	23	1700	180	630	60	60	60	60	60	60	60	0	0	二阶8级火枪，20级可以使用，可以通过合成获得	5		weapon_106013
106017	icon_106017	精准火枪	5	6	5	1	1	0.5	2	2	24	1800	168	588	56	56	56	56	56	56	56	0	0	三阶1级火枪，21级可以使用，可以在主线或者祖尔神迹低级副本中获得	1		weapon_106017
106018	icon_106017	精准火枪	5	6	5	1	2	0.55	1.85	1.85	25	1900	180	630	60	60	60	60	60	60	60	0	0	三阶2级火枪，22级可以使用，可以通过合成获得	2		weapon_106017
106019	icon_106017	精准火枪	5	6	5	1	2	0.6	1.7	1.7	26	2000	186	651	62	62	62	62	62	62	62	0	0	三阶3级火枪，23级可以使用，可以在祖尔神迹中低级副本中获得	2		weapon_106017
106020	icon_106017	精准火枪	5	6	5	1	3	0.65	1.55	1.55	27	2100	216	756	72	72	72	72	72	72	72	0	0	三阶4级火枪，24级可以使用，可以通过合成获得	3		weapon_106017
106021	icon_106021	火核步枪	6	6	5	1	3	0.7	1.4	1.4	28	2200	210	735	70	70	70	70	70	70	70	0	0	三阶5级火枪，25级可以使用，可以在祖尔神迹中高级副本中获得	3		weapon_106021
106022	icon_106021	火核步枪	6	6	5	1	4	0.75	1.25	1.25	29	2300	222	777	74	74	74	74	74	74	74	0	0	三阶6级火枪，26级可以使用，可以通过合成获得	4		weapon_106021
106023	icon_106021	火核步枪	6	6	5	1	4	0.8	1.1	1.1	30	2400	228	798	76	76	76	76	76	76	76	0	0	三阶7级火枪，27级可以使用，可以在祖尔神迹高级副本中获得	4		weapon_106021
106024	icon_106021	火核步枪	6	6	5	1	5	0.85	0.95	0.95	31	2500	240	840	80	80	80	80	80	80	80	0	0	三阶8级火枪，28级可以使用，可以通过合成获得	5		weapon_106021
106025	icon_106025	奥尔多之护	7	6	5	1	1	0.7	1.5	1.5	32	2600	228	798	76	76	76	76	76	76	76	0	0	四阶1级火枪，29级可以使用，可以在主线或者厄运王国低级副本中获得	1		weapon_106025
106026	icon_106025	奥尔多之护	7	6	5	1	2	0.75	1.4	1.4	33	2700	240	840	80	80	80	80	80	80	80	0	0	四阶2级火枪，30级可以使用，可以通过合成获得	2		weapon_106025
106027	icon_106025	奥尔多之护	7	6	5	1	2	0.8	1.3	1.3	34	2800	246	861	82	82	82	82	82	82	82	0	0	四阶3级火枪，31级可以使用，可以在厄运王国中低级副本中获得	2		weapon_106025
106028	icon_106025	奥尔多之护	7	6	5	1	3	0.85	1.2	1.2	35	2900	276	966	92	92	92	92	92	92	92	0	0	四阶4级火枪，32级可以使用，可以通过合成获得	3		weapon_106025
106029	icon_106029	矮人摧毁者	8	6	5	1	3	0.9	1.1	1.1	36	3000	270	945	90	90	90	90	90	90	90	0	0	四阶5级火枪，33级可以使用，可以在厄运王国中高级副本中获得	3		weapon_106029
106030	icon_106029	矮人摧毁者	8	6	5	1	4	0.95	1	1	37	3100	282	987	94	94	94	94	94	94	94	0	0	四阶6级火枪，34级可以使用，可以通过合成获得	4		weapon_106029
106031	icon_106029	矮人摧毁者	8	6	5	1	4	1	0.9	0.9	38	3200	288	1008	96	96	96	96	96	96	96	0	0	四阶7级火枪，35级可以使用，可以在厄运王国高级副本中获得	4		weapon_106029
106032	icon_106029	矮人摧毁者	8	6	5	1	5	1.05	0.8	0.8	39	3300	300	1050	100	100	100	100	100	100	100	0	0	四阶8级火枪，36级可以使用，可以通过合成获得	5		weapon_106029
106033	icon_106033	暴击猎枪	9	6	5	1	1	0.9	1.2	1.2	40	3400	282	987	94	94	94	94	94	94	94	0	0	五阶1级火枪，37级可以使用，可以在主线或者斯坦索姆低级副本中获得	1		weapon_106033
106034	icon_106033	暴击猎枪	9	6	5	1	2	0.95	1.1	1.1	41	3500	294	1029	98	98	98	98	98	98	98	0	0	五阶2级火枪，38级可以使用，可以通过合成获得	2		weapon_106033
106035	icon_106033	暴击猎枪	9	6	5	1	2	1	1	1	42	3600	300	1050	100	100	100	100	100	100	100	0	0	五阶3级火枪，39级可以使用，可以在斯坦索姆中低级副本中获得	2		weapon_106033
106036	icon_106033	暴击猎枪	9	6	5	1	3	1.05	0.9	0.9	43	3700	306	1071	102	102	102	102	102	102	102	0	0	五阶4级火枪，40级可以使用，可以通过合成获得	3		weapon_106033
106037	icon_106037	圣其拉火枪	10	6	5	1	3	1.1	0.8	0.8	44	3800	306	1071	102	102	102	102	102	102	102	0	0	五阶5级火枪，41级可以使用，可以在斯坦索姆中高级副本中获得	3		weapon_106037
106038	icon_106037	圣其拉火枪	10	6	5	1	4	1.15	0.7	0.7	45	3900	318	1113	106	106	106	106	106	106	106	0	0	五阶6级火枪，42级可以使用，可以通过合成获得	4		weapon_106037
106039	icon_106037	圣其拉火枪	10	6	5	1	4	1.2	0.6	0.6	46	4000	324	1134	108	108	108	108	108	108	108	0	0	五阶7级火枪，43级可以使用，可以在斯坦索姆高级副本中获得	4		weapon_106037
106040	icon_106037	圣其拉火枪	10	6	5	1	5	1.25	0.5	0.5	47	4100	330	1155	110	110	110	110	110	110	110	0	0	五阶8级火枪，44级可以使用，可以通过合成获得	5		weapon_106037
106041	icon_106041	龙息火炮	11	6	5	1	1	1.1	1	1	48	4200	312	1092	104	104	104	104	104	104	104	0	0	六阶1级火枪，45级可以使用，可以在主线或者黑石之翼低级副本中获得	1		weapon_106041
106042	icon_106041	龙息火炮	11	6	5	1	2	1.15	0.92	0.92	49	4300	324	1134	108	108	108	108	108	108	108	0	0	六阶2级火枪，46级可以使用，可以通过合成获得	2		weapon_106041
106043	icon_106041	龙息火炮	11	6	5	1	2	1.2	0.84	0.84	50	4400	330	1155	110	110	110	110	110	110	110	0	0	六阶3级火枪，47级可以使用，可以在黑石之翼中低级副本中获得	2		weapon_106041
106044	icon_106041	龙息火炮	11	6	5	1	3	1.25	0.76	0.76	51	4500	342	1197	114	114	114	114	114	114	114	0	0	六阶4级火枪，48级可以使用，可以通过合成获得	3		weapon_106041
106045	icon_106045	巨虫的幼体	12	6	5	1	3	1.3	0.68	0.68	52	4600	336	1176	112	112	112	112	112	112	112	0	0	六阶5级火枪，49级可以使用，可以在黑石之翼中高级副本中获得	3		weapon_106045
106046	icon_106045	巨虫的幼体	12	6	5	1	4	1.35	0.6	0.6	53	4700	342	1197	114	114	114	114	114	114	114	0	0	六阶6级火枪，50级可以使用，可以通过合成获得	4		weapon_106045
106047	icon_106045	巨虫的幼体	12	6	5	1	4	1.4	0.52	0.52	54	4800	348	1218	116	116	116	116	116	116	116	0	0	六阶7级火枪，51级可以使用，可以在黑石之翼高级副本中获得	4		weapon_106045
106048	icon_106045	巨虫的幼体	12	6	5	1	5	1.45	0.44	0.44	55	4900	360	1260	120	120	120	120	120	120	120	0	0	六阶8级火枪，52级可以使用，可以通过合成获得	5		weapon_106045
206001	icon_206001	督军之枪	30	6	5	1	4	1.3	0.83	0.83	35	2200	210	735	70	70	70	70	70	70	70	42	0	战场一节1级火枪，35级可以使用，附有韧性属性，可以通过战场兑换获得	4		weapon_206001
206002	icon_206001	督军之枪	31	6	5	1	4	1.35	0.78	0.78	40	2600	228	798	76	76	76	76	76	76	76	60	0	战场一节2级火枪，45级可以使用，附有韧性属性，可以通过战场兑换获得	4		weapon_206001
206003	icon_206001	督军之枪	32	6	5	1	4	1.4	0.46	0.6	45	3400	282	987	94	94	94	94	94	94	94	80	0	战场一节3级火枪，55级可以使用，附有韧性属性，可以通过战场兑换获得	4		weapon_206001
206004	icon_206002	鹰之眼	33	6	5	1	4	1.45	0.4	0.55	50	4200	312	1092	104	104	104	104	104	104	104	100	0	战场二节1级火枪，56级可以使用，附有韧性属性，可以通过战场兑换获得	4		weapon_206002
206005	icon_206002	鹰之眼	34	6	5	1	4	1.5	0.34	0.5	58	4900	360	1260	120	120	120	120	120	120	120	110	0	战场二节2级火枪，60级可以使用，附有韧性属性，可以通过战场兑换获得	4		weapon_206002
206006	icon_206002	鹰之眼	35	6	5	1	5	1.55	0.28	0.4	60	4900	360	1260	120	120	120	120	120	120	120	120	0	战场二节3级火枪，60级可以使用，附有韧性属性，可以通过战场兑换获得	5		weapon_206002
107001	icon_107001	基础战弓	1	7	5	1	1	0.1	3	3	2	200	60	210	20	20	20	20	20	20	20	0	0	一阶1级弓箭，1级可以使用，可以在主线或者银牙城堡低级副本中获得	1		weapon_107001
107002	icon_107001	基础战弓	1	7	5	1	2	0.15	2.8	2.8	4	300	72	252	24	24	24	24	24	24	24	0	0	一阶2级弓箭，3级可以使用，可以通过合成获得	2		weapon_107001
107003	icon_107001	基础战弓	1	7	5	1	2	0.2	2.6	2.6	6	400	78	273	26	26	26	26	26	26	26	0	0	一阶3级弓箭，5级可以使用，可以在银牙城堡中低级副本中获得	2		weapon_107001
107004	icon_107001	基础战弓	1	7	5	1	3	0.25	2.4	2.4	8	500	108	378	36	36	36	36	36	36	36	0	0	一阶4级弓箭，7级可以使用，可以通过合成获得	3		weapon_107001
107005	icon_107005	稳固弯弓	2	7	5	1	3	0.3	2.2	2.2	10	600	96	336	32	32	32	32	32	32	32	0	0	一阶5级弓箭，9级可以使用，可以在银牙城堡中高级副本中获得	3		weapon_107005
107006	icon_107005	稳固弯弓	2	7	5	1	4	0.35	2	2	12	700	108	378	36	36	36	36	36	36	36	0	0	一阶6级弓箭，10级可以使用，可以通过合成获得	4		weapon_107005
107007	icon_107005	稳固弯弓	2	7	5	1	4	0.4	1.8	1.8	14	800	114	399	38	38	38	38	38	38	38	0	0	一阶7级弓箭，11级可以使用，可以在银牙城堡高级副本中获得	4		weapon_107005
107008	icon_107005	稳固弯弓	2	7	5	1	5	0.45	1.6	1.6	15	900	126	441	42	42	42	42	42	42	42	0	0	一阶8级弓箭，12级可以使用，可以通过合成获得	5		weapon_107005
107009	icon_107009	厄运猎弓	3	7	5	1	1	0.3	2.5	2.5	16	1000	114	399	38	38	38	38	38	38	38	0	0	二阶1级弓箭，13级可以使用，可以在主线或者血色教堂低级副本中获得	1		weapon_107009
107010	icon_107009	厄运猎弓	3	7	5	1	2	0.35	2.3	2.3	17	1100	126	441	42	42	42	42	42	42	42	0	0	二阶2级弓箭，14级可以使用，可以通过合成获得	2		weapon_107009
107011	icon_107009	厄运猎弓	3	7	5	1	2	0.4	2.1	2.1	18	1200	132	462	44	44	44	44	44	44	44	0	0	二阶3级弓箭，15级可以使用，可以在血色教堂中低级副本中获得	2		weapon_107009
107012	icon_107009	厄运猎弓	3	7	5	1	3	0.45	1.9	1.9	19	1300	162	567	54	54	54	54	54	54	54	0	0	二阶4级弓箭，16级可以使用，可以通过合成获得	3		weapon_107009
107013	icon_107013	曼基之刺	4	7	5	1	3	0.5	1.7	1.7	20	1400	150	525	50	50	50	50	50	50	50	0	0	二阶5级弓箭，17级可以使用，可以在血色教堂中高级副本中获得	3		weapon_107013
107014	icon_107013	曼基之刺	4	7	5	1	4	0.55	1.5	1.5	21	1500	162	567	54	54	54	54	54	54	54	0	0	二阶6级弓箭，18级可以使用，可以通过合成获得	4		weapon_107013
107015	icon_107013	曼基之刺	4	7	5	1	4	0.6	1.3	1.3	22	1600	168	588	56	56	56	56	56	56	56	0	0	二阶7级弓箭，19级可以使用，可以在血色教堂高级副本中获得	4		weapon_107013
107016	icon_107013	曼基之刺	4	7	5	1	5	0.65	1.1	1.1	23	1700	180	630	60	60	60	60	60	60	60	0	0	二阶8级弓箭，20级可以使用，可以通过合成获得	5		weapon_107013
107017	icon_107017	灵魂之弦	5	7	5	1	1	0.5	2	2	24	1800	168	588	56	56	56	56	56	56	56	0	0	三阶1级弓箭，21级可以使用，可以在主线或者祖尔神迹低级副本中获得	1		weapon_107017
107018	icon_107017	灵魂之弦	5	7	5	1	2	0.55	1.85	1.85	25	1900	180	630	60	60	60	60	60	60	60	0	0	三阶2级弓箭，22级可以使用，可以通过合成获得	2		weapon_107017
107019	icon_107017	灵魂之弦	5	7	5	1	2	0.6	1.7	1.7	26	2000	186	651	62	62	62	62	62	62	62	0	0	三阶3级弓箭，23级可以使用，可以在祖尔神迹中低级副本中获得	2		weapon_107017
107020	icon_107017	灵魂之弦	5	7	5	1	3	0.65	1.55	1.55	27	2100	216	756	72	72	72	72	72	72	72	0	0	三阶4级弓箭，24级可以使用，可以通过合成获得	3		weapon_107017
107021	icon_107021	射手之翼	6	7	5	1	3	0.7	1.4	1.4	28	2200	210	735	70	70	70	70	70	70	70	0	0	三阶5级弓箭，25级可以使用，可以在祖尔神迹中高级副本中获得	3		weapon_107021
107022	icon_107021	射手之翼	6	7	5	1	4	0.75	1.25	1.25	29	2300	222	777	74	74	74	74	74	74	74	0	0	三阶6级弓箭，26级可以使用，可以通过合成获得	4		weapon_107021
107023	icon_107021	射手之翼	6	7	5	1	4	0.8	1.1	1.1	30	2400	228	798	76	76	76	76	76	76	76	0	0	三阶7级弓箭，27级可以使用，可以在祖尔神迹高级副本中获得	4		weapon_107021
107024	icon_107021	射手之翼	6	7	5	1	5	0.85	0.95	0.95	31	2500	240	840	80	80	80	80	80	80	80	0	0	三阶8级弓箭，28级可以使用，可以通过合成获得	5		weapon_107021
107025	icon_107025	冻结之刺	7	7	5	1	1	0.7	1.5	1.5	32	2600	228	798	76	76	76	76	76	76	76	0	0	四阶1级弓箭，29级可以使用，可以在主线或者厄运王国低级副本中获得	1		weapon_107025
107026	icon_107025	冻结之刺	7	7	5	1	2	0.75	1.4	1.4	33	2700	240	840	80	80	80	80	80	80	80	0	0	四阶2级弓箭，30级可以使用，可以通过合成获得	2		weapon_107025
107027	icon_107025	冻结之刺	7	7	5	1	2	0.8	1.3	1.3	34	2800	246	861	82	82	82	82	82	82	82	0	0	四阶3级弓箭，31级可以使用，可以在厄运王国中低级副本中获得	2		weapon_107025
107028	icon_107025	冻结之刺	7	7	5	1	3	0.85	1.2	1.2	35	2900	276	966	92	92	92	92	92	92	92	0	0	四阶4级弓箭，32级可以使用，可以通过合成获得	3		weapon_107025
107029	icon_107029	羽牙	8	7	5	1	3	0.9	1.1	1.1	36	3000	270	945	90	90	90	90	90	90	90	0	0	四阶5级弓箭，33级可以使用，可以在厄运王国中高级副本中获得	3		weapon_107029
107030	icon_107029	羽牙	8	7	5	1	4	0.95	1	1	37	3100	282	987	94	94	94	94	94	94	94	0	0	四阶6级弓箭，34级可以使用，可以通过合成获得	4		weapon_107029
107031	icon_107029	羽牙	8	7	5	1	4	1	0.9	0.9	38	3200	288	1008	96	96	96	96	96	96	96	0	0	四阶7级弓箭，35级可以使用，可以在厄运王国高级副本中获得	4		weapon_107029
107032	icon_107029	羽牙	8	7	5	1	5	1.05	0.8	0.8	39	3300	300	1050	100	100	100	100	100	100	100	0	0	四阶8级弓箭，36级可以使用，可以通过合成获得	5		weapon_107029
107033	icon_107033	哈兰之刺	9	7	5	1	1	0.9	1.2	1.2	40	3400	282	987	94	94	94	94	94	94	94	0	0	五阶1级弓箭，37级可以使用，可以在主线或者斯坦索姆低级副本中获得	1		weapon_107033
107034	icon_107033	哈兰之刺	9	7	5	1	2	0.95	1.1	1.1	41	3500	294	1029	98	98	98	98	98	98	98	0	0	五阶2级弓箭，38级可以使用，可以通过合成获得	2		weapon_107033
107035	icon_107033	哈兰之刺	9	7	5	1	2	1	1	1	42	3600	300	1050	100	100	100	100	100	100	100	0	0	五阶3级弓箭，39级可以使用，可以在斯坦索姆中低级副本中获得	2		weapon_107033
107036	icon_107033	哈兰之刺	9	7	5	1	3	1.05	0.9	0.9	43	3700	306	1071	102	102	102	102	102	102	102	0	0	五阶4级弓箭，40级可以使用，可以通过合成获得	3		weapon_107033
107037	icon_107037	凤凰之冠	10	7	5	1	3	1.1	0.8	0.8	44	3800	306	1071	102	102	102	102	102	102	102	0	0	五阶5级弓箭，41级可以使用，可以在斯坦索姆中高级副本中获得	3		weapon_107037
107038	icon_107037	凤凰之冠	10	7	5	1	4	1.15	0.7	0.7	45	3900	318	1113	106	106	106	106	106	106	106	0	0	五阶6级弓箭，42级可以使用，可以通过合成获得	4		weapon_107037
107039	icon_107037	凤凰之冠	10	7	5	1	4	1.2	0.6	0.6	46	4000	324	1134	108	108	108	108	108	108	108	0	0	五阶7级弓箭，43级可以使用，可以在斯坦索姆高级副本中获得	4		weapon_107037
107040	icon_107037	凤凰之冠	10	7	5	1	5	1.25	0.5	0.5	47	4100	330	1155	110	110	110	110	110	110	110	0	0	五阶8级弓箭，44级可以使用，可以通过合成获得	5		weapon_107037
107041	icon_107041	恶魔之羽	11	7	5	1	1	1.1	1	1	48	4200	312	1092	104	104	104	104	104	104	104	0	0	六阶1级弓箭，45级可以使用，可以在主线或者黑石之翼低级副本中获得	1		weapon_107041
107042	icon_107041	恶魔之羽	11	7	5	1	2	1.15	0.92	0.92	49	4300	324	1134	108	108	108	108	108	108	108	0	0	六阶2级弓箭，46级可以使用，可以通过合成获得	2		weapon_107041
107043	icon_107041	恶魔之羽	11	7	5	1	2	1.2	0.84	0.84	50	4400	330	1155	110	110	110	110	110	110	110	0	0	六阶3级弓箭，47级可以使用，可以在黑石之翼中低级副本中获得	2		weapon_107041
107044	icon_107041	恶魔之羽	11	7	5	1	3	1.25	0.76	0.76	51	4500	342	1197	114	114	114	114	114	114	114	0	0	六阶4级弓箭，48级可以使用，可以通过合成获得	3		weapon_107041
107045	icon_107045	阴霾之驭	12	7	5	1	3	1.3	0.68	0.68	52	4600	336	1176	112	112	112	112	112	112	112	0	0	六阶5级弓箭，49级可以使用，可以在黑石之翼中高级副本中获得	3		weapon_107045
107046	icon_107045	阴霾之驭	12	7	5	1	4	1.35	0.6	0.6	53	4700	342	1197	114	114	114	114	114	114	114	0	0	六阶6级弓箭，50级可以使用，可以通过合成获得	4		weapon_107045
107047	icon_107045	阴霾之驭	12	7	5	1	4	1.4	0.52	0.52	54	4800	348	1218	116	116	116	116	116	116	116	0	0	六阶7级弓箭，51级可以使用，可以在黑石之翼高级副本中获得	4		weapon_107045
107048	icon_107045	阴霾之驭	12	7	5	1	5	1.45	0.44	0.44	55	4900	360	1260	120	120	120	120	120	120	120	0	0	六阶8级弓箭，52级可以使用，可以通过合成获得	5		weapon_107045
207001	icon_207001	督军之怒	30	7	5	1	4	1.3	0.83	0.83	35	2200	210	735	70	70	70	70	70	70	70	42	0	战场一节1级弓箭，35级可以使用，附有韧性属性，可以通过战场兑换获得	4		weapon_207001
207002	icon_207001	督军之怒	31	7	5	1	4	1.35	0.78	0.78	40	2600	228	798	76	76	76	76	76	76	76	60	0	战场一节2级弓箭，45级可以使用，附有韧性属性，可以通过战场兑换获得	4		weapon_207001
207003	icon_207001	督军之怒	32	7	5	1	4	1.4	0.46	0.6	45	3400	282	987	94	94	94	94	94	94	94	80	0	战场一节3级弓箭，55级可以使用，附有韧性属性，可以通过战场兑换获得	4		weapon_207001
207004	icon_207002	大元帅之弓	33	7	5	1	4	1.45	0.4	0.55	50	4200	312	1092	104	104	104	104	104	104	104	100	0	战场二节1级弓箭，56级可以使用，附有韧性属性，可以通过战场兑换获得	4		weapon_207002
207005	icon_207002	大元帅之弓	34	7	5	1	4	1.5	0.34	0.5	58	4900	360	1260	120	120	120	120	120	120	120	110	0	战场二节2级弓箭，60级可以使用，附有韧性属性，可以通过战场兑换获得	4		weapon_207002
207006	icon_207002	大元帅之弓	35	7	5	1	5	1.55	0.28	0.4	60	4900	360	1260	120	120	120	120	120	120	120	120	0	战场二节3级弓箭，60级可以使用，附有韧性属性，可以通过战场兑换获得	5		weapon_207002
113001	icon_113001	魂坠饰	1	13	5	2	1	0.05	3	3	2	200	15	315	20	20	20	20	20	20	20	0	0	一阶1级项链，1级可以使用，可以在主线或者银牙城堡低级副本中获得	1
113002	icon_113001	魂坠饰	1	13	5	2	2	0.08	2.8	2.8	4	300	18	378	24	24	24	24	24	24	24	0	0	一阶2级项链，3级可以使用，可以通过合成获得	2
113003	icon_113001	魂坠饰	1	13	5	2	2	0.11	2.6	2.6	6	400	20	410	26	26	26	26	26	26	26	0	0	一阶3级项链，5级可以使用，可以在银牙城堡中低级副本中获得	2
113004	icon_113001	魂坠饰	1	13	5	2	3	0.14	2.4	2.4	8	500	27	567	36	36	36	36	36	36	36	0	0	一阶4级项链，7级可以使用，可以通过合成获得	3
113005	icon_113005	尼拉斯护符	2	13	5	2	3	0.17	2.2	2.2	10	600	24	504	32	32	32	32	32	32	32	0	0	一阶5级项链，9级可以使用，可以在银牙城堡中高级副本中获得	3
113006	icon_113005	尼拉斯护符	2	13	5	2	4	0.2	2	2	12	700	27	567	36	36	36	36	36	36	36	0	0	一阶6级项链，11级可以使用，可以通过合成获得	4
113007	icon_113005	尼拉斯护符	2	13	5	2	4	0.23	1.8	1.8	14	800	29	599	38	38	38	38	38	38	38	0	0	一阶7级项链，12级可以使用，可以在银牙城堡高级副本中获得	4
113008	icon_113005	尼拉斯护符	2	13	5	2	5	0.26	1.6	1.6	15	900	32	662	42	42	42	42	42	42	42	0	0	一阶8级项链，13级可以使用，可以通过合成获得	5
113009	icon_113009	寒霜之触	3	13	5	2	1	0.25	2.5	2.5	16	1000	29	599	38	38	38	38	38	38	38	0	0	二阶1级项链，14级可以使用，可以在主线或者血色教堂低级副本中获得	1
113010	icon_113009	寒霜之触	3	13	5	2	2	0.28	2.3	2.3	17	1100	32	662	42	42	42	42	42	42	42	0	0	二阶2级项链，15级可以使用，可以通过合成获得	2
113011	icon_113009	寒霜之触	3	13	5	2	2	0.31	2.1	2.1	18	1200	33	693	44	44	44	44	44	44	44	0	0	二阶3级项链，16级可以使用，可以在血色教堂中低级副本中获得	2
113012	icon_113009	寒霜之触	3	13	5	2	3	0.34	1.9	1.9	19	1300	41	851	54	54	54	54	54	54	54	0	0	二阶4级项链，17级可以使用，可以通过合成获得	3
113013	icon_113013	屠龙之徽	4	13	5	2	3	0.37	1.7	1.7	20	1400	38	788	50	50	50	50	50	50	50	0	0	二阶5级项链，18级可以使用，可以在血色教堂中高级副本中获得	3
113014	icon_113013	屠龙之徽	4	13	5	2	4	0.4	1.5	1.5	21	1500	41	851	54	54	54	54	54	54	54	0	0	二阶6级项链，19级可以使用，可以通过合成获得	4
113015	icon_113013	屠龙之徽	4	13	5	2	4	0.43	1.3	1.3	22	1600	42	882	56	56	56	56	56	56	56	0	0	二阶7级项链，20级可以使用，可以在血色教堂高级副本中获得	4
113016	icon_113013	屠龙之徽	4	13	5	2	5	0.46	1.1	1.1	23	1700	45	945	60	60	60	60	60	60	60	0	0	二阶8级项链，21级可以使用，可以通过合成获得	5
113017	icon_113017	阴谋饰物	5	13	5	2	1	0.45	2	2	24	1800	42	882	56	56	56	56	56	56	56	0	0	三阶1级项链，22级可以使用，可以在主线或者祖尔神迹低级副本中获得	1
113018	icon_113017	阴谋饰物	5	13	5	2	2	0.48	1.85	1.85	25	1900	45	945	60	60	60	60	60	60	60	0	0	三阶2级项链，23级可以使用，可以通过合成获得	2
113019	icon_113017	阴谋饰物	5	13	5	2	2	0.51	1.7	1.7	26	2000	47	977	62	62	62	62	62	62	62	0	0	三阶3级项链，24级可以使用，可以在祖尔神迹中低级副本中获得	2
